perfume_index,similar_perfume_index,rounded_percentage_match
676,8731,38
676,9891,38
676,1388,38
677,8350,64
677,660,60
677,4624,60
678,5636,68
678,5708,65
678,10031,60
679,8996,52
679,2359,47
679,3817,46
680,3323,61
680,4820,52
680,8535,49
681,7455,52
681,7917,49
681,6373,48
682,4576,52
682,3042,50
682,895,49
683,1488,45
683,2925,45
683,3904,42
684,5855,60
684,2069,55
684,6010,53
685,9707,50
685,40,46
685,1677,38
686,6747,72
686,3194,70
686,1521,68
687,2443,47
687,2644,46
687,2004,44
688,6424,73
688,2447,71
688,7123,67
689,2424,53
689,297,50
689,6111,50
690,9871,88
690,1726,82
690,8889,79
691,548,50
691,34,49
691,1422,47
692,1389,62
692,2066,62
692,10801,62
693,1273,70
693,8844,59
693,7916,56
694,4288,75
694,1522,72
694,894,72
695,10669,58
695,9974,57
695,4685,54
696,2558,68
696,10347,64
696,10596,62
697,5455,55
697,1,54
697,1451,51
698,4606,48
698,7036,44
698,3347,43
699,1701,67
699,5024,61
699,8976,58
700,4859,51
700,8003,51
700,356,51
701,5682,72
701,5967,69
701,1895,57
702,3022,71
702,9515,71
702,4337,70
703,2652,59
703,7450,44
703,2256,42
704,3062,44
704,1098,37
704,9544,37
705,6608,53
705,7230,50
705,4000,50
706,8435,65
706,1333,64
706,9939,56
707,10357,74
707,9543,72
707,9249,66
708,8671,68
708,5132,65
708,3548,62
709,9926,62
709,9815,56
709,7373,56
710,8170,94
710,9404,68
710,1307,61
711,4129,58
711,7820,57
711,538,55
712,8872,93
712,1893,81
712,3026,80
713,5972,58
713,1724,52
713,5758,51
714,2510,73
714,6019,66
714,9862,63
715,3021,77
715,2901,63
715,5388,61
716,716,100
716,7364,94
716,8737,93
717,9901,100
717,721,100
717,8736,100
718,10535,100
718,718,100
718,6752,77
719,10646,91
719,2033,81
719,6047,69
720,6752,87
720,4389,84
720,5867,71
721,9901,100
721,721,100
721,8736,100
722,9320,82
722,8737,82
722,8909,79
723,716,100
723,7364,94
723,8737,93
724,1721,92
724,9277,91
724,10654,91
725,718,76
725,10535,76
725,10248,76
726,8864,95
726,7812,95
726,4055,92
727,9305,72
727,3095,68
727,8091,64
728,10162,77
728,4929,72
728,10412,72
729,9320,93
729,8737,93
729,716,86
730,3150,82
730,7793,75
730,7373,71
731,2394,87
731,5871,76
731,5864,76
732,6099,65
732,6116,65
732,9298,64
733,9277,70
733,7314,70
733,496,70
734,9406,54
734,9423,51
734,1811,50
735,9658,74
735,4709,67
735,721,67
736,5969,92
736,126,88
736,9277,82
737,2566,82
737,10656,79
737,6411,65
738,738,100
738,6947,78
738,9407,78
739,456,64
739,9959,64
739,8736,58
740,9927,72
740,9317,65
740,757,58
741,7805,68
741,7605,58
741,3967,58
742,8857,72
742,3962,64
742,3193,60
743,8737,87
743,9320,87
743,729,81
744,738,100
744,6947,78
744,9407,78
745,8736,73
745,9901,73
745,717,73
746,716,89
746,723,89
746,7364,83
747,9901,58
747,717,58
747,721,58
748,4271,83
748,2442,72
748,3580,59
749,7052,68
749,4891,61
749,6163,58
750,9305,63
750,8091,61
750,6425,51
751,976,45
751,7322,41
751,10446,40
752,7524,62
752,2001,60
752,6482,60
753,6833,61
753,6832,54
753,5473,52
754,4892,61
754,6538,54
754,10686,54
755,9935,61
755,8241,60
755,9112,55
756,351,64
756,9313,59
756,3897,58
757,9317,89
757,1523,60
757,740,58
758,2348,74
758,4966,71
758,6663,70
759,9907,88
759,7339,74
759,2164,72
760,4938,87
760,10308,81
760,1779,81
761,1368,82
761,9176,74
761,3953,73
762,4067,82
762,3827,72
762,2361,71
763,2739,88
763,10690,80
763,4079,78
764,3276,70
764,1694,69
764,10805,67
765,8428,72
765,8831,64
765,8373,63
766,7988,82
766,10238,75
766,7553,74
767,9663,74
767,1752,65
767,3787,61
768,6923,63
768,830,57
768,1029,52
769,4930,52
769,9469,52
769,565,47
770,3839,50
770,9874,48
770,1850,47
771,6953,80
771,9076,66
771,8053,65
772,6131,58
772,2244,57
772,8343,53
773,3418,58
773,7095,54
773,2506,48
774,10304,56
774,5885,45
774,4321,44
775,775,100
775,9157,77
775,4361,60
776,6244,58
776,3595,58
776,4045,56
777,4077,64
777,4543,57
777,4947,55
778,6107,51
778,9156,50
778,8694,47
779,3025,59
779,9333,56
779,5164,54
780,632,81
780,5602,79
780,4146,71
781,3234,58
781,10794,55
781,1531,55
782,1054,66
782,4424,65
782,140,64
783,3795,56
783,8000,50
783,1531,49
784,2776,60
784,1166,50
784,5343,46
785,7463,60
785,6876,60
785,7026,57
786,2807,40
786,3415,36
786,4747,36
787,10460,70
787,9021,69
787,9902,66
788,9911,83
788,3727,78
788,1372,72
789,5660,74
789,481,67
789,4182,65
790,7669,67
790,2521,57
790,9458,53
791,1766,65
791,4839,56
791,10719,55
792,2608,81
792,7504,76
792,7503,76
793,5381,71
793,4985,61
793,990,54
794,3508,58
794,3363,55
794,1441,51
795,9547,62
795,8535,55
795,4820,49
796,4218,55
796,5597,55
796,6059,51
797,6877,51
797,5137,47
797,3926,42
798,64,47
798,7087,46
798,9796,46
799,3917,69
799,5558,62
799,1661,60
800,7027,61
800,6224,56
800,5219,55
801,4120,60
801,5211,58
801,3730,57
802,4085,61
802,3485,60
802,5592,60
803,3634,53
803,2224,52
803,1114,51
804,8184,59
804,9027,54
804,435,51
805,4414,46
805,9439,43
805,2008,43
806,4197,50
806,1033,49
806,2093,49
807,5775,51
807,9978,49
807,10684,47
808,948,51
808,5419,48
808,9105,47
809,8064,71
809,8674,54
809,9344,52
810,939,46
810,7500,41
810,3533,40
811,4766,47
811,8406,47
811,3991,46
812,1838,52
812,6963,44
812,7805,43
813,9429,40
813,6633,39
813,1441,39
814,4130,59
814,2876,56
814,5991,55
815,409,45
815,9547,45
815,3199,41
816,7616,63
816,2728,61
816,5734,61
817,3998,42
817,9402,34
817,9917,30
818,1423,62
818,8961,56
818,7062,56
819,8228,77
819,6067,55
819,2294,54
820,1971,51
820,1934,48
820,10063,48
821,4081,77
821,5332,65
821,6546,65
822,10400,58
822,7245,48
822,7612,46
823,9788,66
823,3657,60
823,9741,60
824,9021,53
824,6151,51
824,5559,50
825,6603,50
825,569,44
825,7984,43
826,1111,58
826,8374,51
826,10083,48
827,6582,53
827,8811,48
827,5897,47
828,2884,83
828,2200,83
828,4237,82
829,3922,77
829,8364,69
829,5891,69
830,6837,66
830,768,57
830,6923,48
831,449,67
831,1904,61
831,497,61
832,8268,72
832,4358,72
832,9299,72
833,9062,61
833,5253,59
833,1401,49
834,8897,57
834,6466,56
834,3424,55
835,8106,61
835,8228,56
835,1913,55
836,9848,63
836,2999,62
836,7171,61
837,228,49
837,1928,47
837,10236,46
838,5877,61
838,9823,60
838,3691,59
839,6634,65
839,9745,61
839,3900,60
840,7286,56
840,2903,53
840,2886,52
841,4742,57
841,9619,51
841,403,51
842,8862,60
842,10247,54
842,568,51
843,8363,56
843,7083,52
843,697,51
844,9768,67
844,7769,63
844,6355,58
845,7767,55
845,9761,52
845,9721,51
846,2698,61
846,7204,58
846,5879,56
847,10696,58
847,8061,55
847,1648,53
848,232,58
848,1637,55
848,2005,50
849,5152,71
849,8416,71
849,5219,68
850,5331,71
850,2168,70
850,1620,65
851,5534,58
851,2168,58
851,3020,56
852,7911,57
852,614,49
852,2814,49
853,1412,62
853,1410,62
853,1492,62
854,8609,51
854,2635,51
854,2745,51
855,8005,64
855,2632,59
855,3737,52
856,1016,53
856,6019,52
856,6666,46
857,10339,56
857,4540,52
857,2914,52
858,2297,61
858,4150,58
858,5972,54
859,8609,71
859,10565,65
859,2256,59
860,403,67
860,2899,63
860,1192,61
861,2020,62
861,4387,60
861,5877,60
862,6119,74
862,8143,70
862,4935,69
863,4862,77
863,2035,67
863,7602,66
864,7291,59
864,8127,59
864,4233,58
865,7287,64
865,6506,61
865,8277,57
866,3794,80
866,4476,72
866,447,67
867,3806,51
867,5782,50
867,9139,50
868,9429,73
868,7512,71
868,3508,66
869,9887,62
869,4330,55
869,5024,55
870,9832,66
870,5615,64
870,8917,64
871,9055,70
871,1081,64
871,8644,64
872,1760,100
872,1753,80
872,7761,59
873,4963,69
873,70,66
873,7095,66
874,6087,64
874,7393,55
874,417,51
875,875,100
875,10374,56
875,5636,55
876,875,100
876,10374,56
876,5636,55
877,1086,76
877,603,74
877,627,63
878,3277,50
878,9044,48
878,5419,46
879,7944,54
879,2130,53
879,1721,52
880,882,100
880,6029,82
880,3386,72
881,7126,78
881,9752,74
881,9267,44
882,882,100
882,6029,82
882,3386,72
883,9477,88
883,4927,81
883,3253,73
884,6438,74
884,9566,62
884,9553,58
885,4842,77
885,2037,65
885,7603,65
886,7994,76
886,7757,72
886,7875,71
887,9316,69
887,10069,68
887,10499,60
888,2746,70
888,7856,62
888,1725,60
889,7795,60
889,8695,57
889,4852,57
890,5559,65
890,355,61
890,8277,61
891,8909,91
891,722,72
891,5401,72
892,3953,69
892,7621,65
892,2741,65
893,725,72
893,6417,66
893,217,65
894,3796,85
894,6631,82
894,9406,81
895,3795,65
895,4497,58
895,10590,55
896,1905,72
896,7980,66
896,7132,60
897,5130,56
897,1376,54
897,5546,52
898,6052,60
898,6166,52
898,6170,52
899,6261,72
899,3402,62
899,2121,62
900,6475,56
900,8742,56
900,6992,50
901,9959,66
901,9141,66
901,627,65
902,7030,57
902,530,55
902,450,53
903,5794,100
903,5619,71
903,8048,68
904,5868,65
904,174,65
904,4619,61
905,1389,81
905,8738,63
905,692,55
906,5526,67
906,8328,64
906,6842,61
907,9944,57
907,7551,56
907,7633,51
908,6258,53
908,614,53
908,3565,49
909,1331,64
909,3931,55
909,6207,55
910,4710,77
910,7366,76
910,9406,74
911,9061,60
911,8078,51
911,5891,50
912,4802,64
912,3218,54
912,9654,47
913,5593,73
913,9141,72
913,2736,70
914,6435,49
914,7840,45
914,2865,34
915,8264,49
915,916,47
915,1617,45
916,3337,50
916,4797,50
916,4796,50
917,1658,59
917,1104,51
917,6013,48
918,4611,52
918,8160,51
918,9824,50
919,1830,54
919,5982,53
919,3071,51
920,1922,51
920,8623,50
920,2913,50
921,5314,57
921,926,54
921,6989,54
922,4226,65
922,2899,60
922,701,56
923,7781,59
923,1811,56
923,3734,55
924,3932,62
924,10175,50
924,7843,49
925,324,58
925,7675,57
925,6667,50
926,4405,57
926,5314,55
926,921,54
927,10113,56
927,2037,54
927,7603,54
928,5199,51
928,1241,50
928,6947,49
929,8912,61
929,7753,56
929,1110,54
930,7836,48
930,2234,45
930,3902,45
931,10657,59
931,100,52
931,7280,52
932,3033,59
932,7338,53
932,7171,50
933,9191,73
933,4496,72
933,6865,67
934,7076,52
934,1291,48
934,942,46
935,1677,82
935,5148,54
935,4294,54
936,7700,51
936,6789,49
936,7805,49
937,5323,73
937,942,69
937,8385,64
938,2876,79
938,8938,64
938,9724,61
939,4815,59
939,3915,58
939,9132,50
940,6832,59
940,8855,54
940,6484,54
941,7245,60
941,1642,50
941,6779,48
942,937,69
942,1334,60
942,1372,53
943,10423,57
943,8941,54
943,5968,53
944,1059,53
944,5354,50
944,9503,50
945,1332,79
945,4868,66
945,8961,63
946,1643,52
946,4736,49
946,10143,48
947,238,63
947,3950,59
947,7586,59
948,7603,69
948,2037,69
948,4305,61
949,389,82
949,9188,68
949,519,65
950,5987,59
950,5670,57
950,3436,53
951,3713,49
951,7026,44
951,8380,43
952,9898,41
952,9516,41
952,8483,40
953,1613,61
953,4878,56
953,10525,56
954,1448,55
954,9106,55
954,7807,53
955,759,58
955,9907,58
955,2164,57
956,10681,61
956,4086,58
956,3658,57
957,10583,64
957,7482,62
957,2084,59
958,5740,53
958,696,52
958,30,51
959,2693,72
959,563,70
959,7416,67
960,10568,59
960,3368,56
960,8628,53
961,2392,72
961,10580,70
961,25,69
962,4938,70
962,760,64
962,9031,60
963,5979,61
963,3534,61
963,6593,60
964,5854,70
964,8552,49
964,7813,49
965,168,73
965,967,73
965,3207,69
966,8190,53
966,974,51
966,1036,50
967,4787,73
967,965,73
967,3108,71
968,1628,52
968,424,52
968,3715,50
969,2211,62
969,5025,59
969,7083,57
970,5212,56
970,5684,55
970,7176,53
971,2384,61
971,2224,57
971,3894,53
972,3616,51
972,9033,48
972,2964,45
973,6037,58
973,2993,51
973,5996,50
974,10507,60
974,4712,58
974,1525,58
975,8243,52
975,1945,49
975,2946,49
976,4446,56
976,9114,55
976,1186,55
977,6271,62
977,8186,60
977,5319,59
978,9476,48
978,1566,47
978,1301,47
979,4478,60
979,9400,59
979,1831,57
980,9655,76
980,2678,69
980,1110,68
981,980,67
981,1861,61
981,9655,58
982,219,65
982,3746,55
982,10365,52
983,1296,75
983,10652,71
983,9953,68
984,6388,57
984,3591,56
984,6510,55
985,1423,80
985,7497,74
985,3592,74
986,3432,68
986,3652,54
986,6164,54
987,9441,59
987,9053,52
987,3231,51
988,4495,62
988,2484,59
988,871,57
989,718,66
989,10248,66
989,10535,66
990,5381,70
990,2054,69
990,6211,69
991,4754,50
991,4756,46
991,1032,46
992,17,52
992,1194,44
992,7173,44
993,10375,46
993,6063,44
993,312,44
994,1840,46
994,5991,43
994,3665,42
995,6328,50
995,3386,46
995,9175,44
996,81,53
996,2738,51
996,6727,50
997,2186,48
997,224,43
997,6663,39
998,1032,55
998,7592,48
998,8725,46
999,8926,60
999,10317,59
999,6249,58
1000,7627,47
1000,2054,47
1000,223,46
1001,980,61
1001,1579,61
1001,4839,54
1002,10325,58
1002,3641,52
1002,10329,50
1003,998,45
1003,1032,44
1003,2586,42
1004,9924,36
1004,3218,36
1004,2036,34
1005,9770,44
1005,3714,42
1005,10707,41
1006,1730,57
1006,419,52
1006,7568,50
1007,1390,72
1007,4853,68
1007,1385,61
1008,7322,37
1008,2859,36
1008,9843,36
1009,8002,45
1009,1142,43
1009,10113,42
1010,1032,54
1010,7592,47
1010,4754,46
1011,2479,43
1011,3920,40
1011,9368,39
1012,8114,47
1012,6562,46
1012,9336,45
1013,5803,59
1013,7912,58
1013,193,53
1014,4733,51
1014,4459,50
1014,3936,49
1015,4390,53
1015,5081,51
1015,3625,48
1016,9864,64
1016,4716,57
1016,2840,57
1017,4617,53
1017,9316,51
1017,10054,43
1018,62,57
1018,9728,45
1018,4228,44
1019,1452,56
1019,6333,51
1019,7137,50
1020,1522,63
1020,9406,61
1020,694,61
1021,559,67
1021,3401,59
1021,1717,59
1022,1544,61
1022,5834,60
1022,1797,60
1023,5855,68
1023,1821,59
1023,3628,57
1024,3679,55
1024,5188,43
1024,4388,41
1025,8236,46
1025,1697,45
1025,4278,43
1026,3419,55
1026,8373,54
1026,4241,50
1027,1028,53
1027,2810,48
1027,6727,48
1028,2810,57
1028,1027,53
1028,4524,50
1029,2066,64
1029,2785,61
1029,627,61
1030,5556,52
1030,627,50
1030,901,50
1031,10691,54
1031,10499,49
1031,10645,49
1032,7592,64
1032,1240,60
1032,4754,59
1033,1037,77
1033,1861,71
1033,1455,64
1034,3806,65
1034,10446,58
1034,6498,54
1035,6605,85
1035,7623,81
1035,5993,73
1036,3727,78
1036,10642,73
1036,8741,70
1037,1861,78
1037,1033,77
1037,1455,71
1038,2672,61
1038,8356,50
1038,4759,48
1039,8090,72
1039,2132,57
1039,3723,56
1040,2584,74
1040,2590,71
1040,1753,68
1041,5124,56
1041,3746,55
1041,5834,53
1042,7532,86
1042,5510,86
1042,7523,69
1043,9196,64
1043,337,62
1043,6229,57
1044,3034,56
1044,434,51
1044,10180,49
1045,5815,59
1045,9000,57
1045,6703,57
1046,3728,89
1046,353,84
1046,6498,83
1047,6590,78
1047,1166,63
1047,4897,63
1048,8154,68
1048,5967,51
1048,9725,50
1049,7175,73
1049,3025,72
1049,9704,68
1050,2238,60
1050,5672,59
1050,433,57
1051,7521,60
1051,7929,55
1051,10033,53
1052,3621,54
1052,5309,52
1052,8971,48
1053,5291,53
1053,5275,53
1053,4180,48
1054,782,66
1054,4756,57
1054,1032,49
1055,7472,79
1055,9663,72
1055,10214,67
1056,6428,49
1056,7337,49
1056,5859,48
1057,1057,100
1057,2383,85
1057,522,67
1058,4053,78
1058,4954,75
1058,7743,71
1059,7742,53
1059,944,53
1059,9229,52
1060,9703,80
1060,8241,73
1060,10055,73
1061,1057,100
1061,2383,85
1061,522,67
1062,6590,58
1062,7518,56
1062,6201,56
1063,10367,68
1063,4897,59
1063,4408,55
1064,4052,56
1064,6346,55
1064,9827,54
1065,1069,75
1065,9872,71
1065,9918,58
1066,10596,94
1066,6872,79
1066,8873,79
1067,3794,70
1067,5215,61
1067,7739,57
1068,5383,87
1068,9600,83
1068,625,83
1069,1065,75
1069,7743,72
1069,4053,69
1070,1071,79
1070,1077,61
1070,10540,59
1071,1070,79
1071,10032,74
1071,8906,71
1072,9406,56
1072,6631,55
1072,8012,55
1073,304,60
1073,8906,53
1073,9363,52
1074,1159,60
1074,8912,60
1074,5010,58
1075,1075,100
1075,9479,62
1075,10408,43
1076,1079,79
1076,5072,51
1076,4267,50
1077,1070,61
1077,2838,59
1077,1071,54
1078,1075,100
1078,9479,62
1078,10408,43
1079,1076,79
1079,4267,62
1079,8180,55
1080,1632,89
1080,724,79
1080,8274,77
1081,1721,76
1081,1661,71
1081,8380,70
1082,788,62
1082,1372,58
1082,1503,58
1083,9801,58
1083,2316,54
1083,761,54
1084,5708,56
1084,5337,54
1084,9513,49
1085,3968,63
1085,6133,59
1085,467,54
1086,1199,78
1086,603,77
1086,10790,76
1087,4514,80
1087,522,73
1087,229,72
1088,2270,63
1088,7068,62
1088,6782,58
1089,1483,46
1089,2164,45
1089,4003,42
1090,2392,70
1090,25,66
1090,961,60
1091,1713,69
1091,3830,59
1091,10354,59
1092,2362,62
1092,7314,58
1092,496,58
1093,700,43
1093,4078,42
1093,8722,42
1094,2353,55
1094,3822,42
1094,9187,41
1095,2406,64
1095,6040,54
1095,2820,52
1096,4388,74
1096,7398,72
1096,3677,71
1097,7186,42
1097,8478,37
1097,2026,35
1098,6309,70
1098,6315,62
1098,143,55
1099,9610,54
1099,1244,51
1099,616,50
1100,7395,63
1100,10612,59
1100,6131,59
1101,1662,54
1101,2983,48
1101,6100,46
1102,9978,70
1102,4077,60
1102,1298,58
1103,8670,44
1103,2672,43
1103,78,42
1104,5863,84
1104,5871,84
1104,5864,84
1105,3378,61
1105,4257,60
1105,7730,59
1106,10652,88
1106,9953,86
1106,3273,79
1107,7763,64
1107,7596,56
1107,4233,53
1108,1108,100
1108,9721,49
1108,9717,49
1109,3274,48
1109,8769,47
1109,6647,47
1110,4839,77
1110,8912,75
1110,1165,74
1111,1578,64
1111,4803,64
1111,10083,60
1112,3386,73
1112,6029,72
1112,882,67
1113,10528,69
1113,8250,67
1113,1181,64
1114,1119,81
1114,4899,69
1114,10530,67
1115,1108,100
1115,9721,49
1115,9717,49
1116,2034,62
1116,6286,58
1116,9044,57
1117,6317,60
1117,6314,59
1117,3264,48
1118,1111,55
1118,2844,52
1118,1987,50
1119,1114,81
1119,1112,67
1119,324,59
1120,7420,58
1120,1359,55
1120,1184,52
1121,4396,48
1121,3010,47
1121,3326,47
1122,6717,63
1122,8931,50
1122,2884,50
1123,2157,52
1123,8243,43
1123,3648,42
1124,1112,62
1124,1086,50
1124,925,48
1125,3746,58
1125,10783,50
1125,6837,50
1126,1144,100
1126,1136,100
1126,7456,62
1127,2892,54
1127,8501,53
1127,9906,53
1128,4866,51
1128,3836,46
1128,7991,44
1129,1113,49
1129,2031,47
1129,3781,47
1130,1138,95
1130,3780,63
1130,9922,49
1131,1314,54
1131,5894,53
1131,3741,47
1132,108,58
1132,5199,52
1132,104,48
1133,10651,50
1133,1300,49
1133,574,46
1134,10071,46
1134,6920,44
1134,2768,43
1135,3800,67
1135,6211,64
1135,990,63
1136,1144,100
1136,1136,100
1136,7456,62
1137,1145,96
1137,1250,48
1137,2505,45
1138,1130,95
1138,3780,58
1138,5631,49
1139,7019,55
1139,8464,54
1139,7016,52
1140,5951,53
1140,10115,50
1140,2232,48
1141,5766,52
1141,1720,51
1141,5724,47
1142,4089,52
1142,10113,52
1142,1143,51
1143,6019,59
1143,3383,56
1143,3384,56
1144,1144,100
1144,1136,100
1144,7456,62
1145,1137,96
1145,1250,46
1145,2505,43
1146,9139,69
1146,8958,60
1146,8790,60
1147,6650,57
1147,2509,54
1147,4350,53
1148,8959,63
1148,9402,57
1148,6906,52
1149,6905,74
1149,9490,56
1149,5424,54
1150,2621,50
1150,5678,49
1150,3308,48
1151,8242,51
1151,9312,51
1151,2205,46
1152,1458,61
1152,6935,60
1152,7603,54
1153,2695,60
1153,2678,50
1153,7374,48
1154,7303,53
1154,1749,52
1154,10529,47
1155,3070,46
1155,1154,45
1155,1141,40
1156,7972,51
1156,5400,50
1156,9745,49
1157,6937,43
1157,10781,40
1157,1261,38
1158,6693,49
1158,10570,41
1158,7584,40
1159,8982,66
1159,1074,60
1159,6103,50
1160,9190,64
1160,3094,56
1160,7214,55
1161,9325,58
1161,7610,56
1161,447,55
1162,6067,62
1162,10015,53
1162,724,46
1163,2944,78
1163,14,66
1163,2353,63
1164,7863,60
1164,3508,53
1164,3966,52
1165,1110,74
1165,4839,74
1165,7414,72
1166,4897,87
1166,5768,71
1166,415,69
1167,7179,58
1167,4168,58
1167,8657,58
1168,8136,50
1168,5387,47
1168,5448,46
1169,5993,62
1169,4981,58
1169,3148,55
1170,7768,54
1170,1569,52
1170,1365,52
1171,759,59
1171,9907,59
1171,207,58
1172,2477,69
1172,9645,63
1172,7474,62
1173,4256,63
1173,6116,60
1173,1368,60
1174,1521,84
1174,5404,83
1174,6747,80
1175,729,83
1175,9320,77
1175,8737,77
1176,8350,63
1176,7021,60
1176,460,59
1177,507,71
1177,9851,57
1177,345,55
1178,1755,63
1178,933,58
1178,3025,58
1179,4076,62
1179,9658,58
1179,7874,56
1180,475,57
1180,2638,52
1180,2563,52
1181,6090,67
1181,1113,64
1181,4261,62
1182,6062,64
1182,319,62
1182,2310,56
1183,5061,43
1183,4975,41
1183,1274,40
1184,2159,57
1184,3234,57
1184,1120,52
1185,7447,66
1185,117,65
1185,1364,64
1186,1272,71
1186,4944,64
1186,8247,55
1187,776,53
1187,10750,48
1187,2902,47
1188,9969,78
1188,7065,70
1188,4950,67
1189,2039,54
1189,1361,51
1189,3154,51
1190,9312,52
1190,8005,52
1190,8892,48
1191,1192,55
1191,9474,54
1191,6609,51
1192,6464,67
1192,8027,62
1192,3722,62
1193,2073,62
1193,5294,60
1193,2066,60
1194,17,68
1194,4494,53
1194,4500,52
1195,9720,72
1195,7,68
1195,4759,68
1196,6878,65
1196,8314,60
1196,8250,57
1197,6425,74
1197,7266,71
1197,1022,59
1198,3782,53
1198,4685,48
1198,1764,47
1199,1086,78
1199,603,66
1199,3315,64
1200,1399,60
1200,4669,58
1200,3028,51
1201,275,68
1201,3134,61
1201,3125,61
1202,6767,55
1202,3218,53
1202,7631,52
1203,7758,54
1203,2990,50
1203,8965,47
1204,8869,67
1204,9237,64
1204,3737,61
1205,1288,47
1205,5795,42
1205,8548,41
1206,9160,46
1206,2066,45
1206,6730,45
1207,4424,58
1207,3664,57
1207,1037,52
1208,4066,62
1208,7730,58
1208,2365,54
1209,9139,72
1209,2352,70
1209,38,67
1210,4056,62
1210,2763,61
1210,9873,58
1211,6956,70
1211,7469,59
1211,743,56
1212,8390,55
1212,2253,51
1212,6481,51
1213,3488,54
1213,10459,53
1213,8248,53
1214,2317,52
1214,6411,51
1214,5667,51
1215,9355,58
1215,10598,57
1215,130,52
1216,9273,50
1216,7162,49
1216,327,46
1217,2363,53
1217,1764,51
1217,5751,47
1218,1218,100
1218,8867,100
1218,3111,99
1219,10608,64
1219,3368,60
1219,9591,59
1220,2543,54
1220,1516,51
1220,7767,50
1221,3172,49
1221,10526,47
1221,5643,46
1222,1667,60
1222,7599,56
1222,10128,55
1223,5126,41
1223,4108,40
1223,8264,37
1224,1233,53
1224,1226,51
1224,1227,51
1225,4548,63
1225,9964,62
1225,7426,61
1226,1226,100
1226,8243,60
1226,2057,56
1227,1226,100
1227,8243,60
1227,2057,56
1228,7612,49
1228,6994,48
1228,4119,46
1229,1730,60
1229,7567,59
1229,419,57
1230,10492,66
1230,1231,64
1230,1756,56
1231,5615,85
1231,8917,85
1231,4423,80
1232,1233,65
1232,4754,61
1232,6651,61
1233,1232,65
1233,2857,58
1233,7733,58
1234,4117,61
1234,7299,61
1234,9513,59
1235,1238,61
1235,6651,60
1235,2857,60
1236,1598,62
1236,10305,58
1236,4241,54
1237,9964,60
1237,7426,60
1237,4618,58
1238,1235,61
1238,4754,58
1238,2857,56
1239,9403,64
1239,4376,57
1239,7148,56
1240,1032,60
1240,1235,59
1240,4322,55
1241,4497,54
1241,895,50
1241,928,50
1242,3088,54
1242,2960,51
1242,2779,51
1243,4767,50
